purple air sensors matched to index in HRRR-Smoke grid. Each column is a grid index + distance from that point to PA sensor.0,1,2,3
"(75327, 2245.0859386286775)","(75328, 1505.612830975846)","(75666, 2740.394973099074)","(75667, 2176.2656041672853)"
"(74988, 2927.5590077452334)","(74989, 2008.4731860931663)","(75327, 2527.101215364638)","(75328, 1358.7557228089258)"
"(75333, 2962.4498543660834)","(75334, 2812.7294895397263)","(75672, 1733.6137703708446)","(75673, 1460.22867041662)"
"(76691, 2635.1977061532607)","(76692, 1290.2926758789524)","(77031, 1969.4197763991922)",
"(74989, 2734.7740498571707)","(75327, 2243.8552737073464)","(75328, 883.3819166562195)",
"(70252, 2565.8719860669494)","(70591, 1257.6380171332203)","(70592, 2049.6133978442135)",
"(68559, 2738.105108619398)","(68897, 2690.4147333939836)","(68898, 433.00300241499934)",
"(27645, 2855.831051284741)","(27646, 2477.959814982778)","(27984, 2007.5810037872202)","(27985, 1420.7605611672393)"
"(77029, 1213.3378822028317)","(77030, 1987.5663437926196)","(77368, 2697.989067959397)",
"(27001, 1934.5105784855264)","(27002, 2014.5262052978555)","(27340, 2249.337194573658)","(27341, 2318.8524897021107)"
"(76011, 1847.115378655829)","(76012, 2330.467062015701)","(76350, 1954.3000177995625)","(76351, 2414.7200863269213)"
"(27645, 2100.11905590543)","(27984, 914.5839104567228)","(27985, 2979.2580021677304)",
"(75325, 2092.7154008950015)","(75663, 2776.2252612439734)","(75664, 1019.6098039832275)",
"(29008, 1989.5366944281002)","(29009, 2786.2285986546935)","(29347, 1486.1714695753008)","(29348, 2452.3789210148248)"
"(75672, 864.9524793862214)","(75673, 2660.7582065645897)","(76011, 2302.5026341089333)",
"(76348, 1957.3167333290212)","(76349, 2670.870884459035)","(76687, 1602.9343009985419)","(76688, 2423.4078997993447)"
"(74658, 2036.9430676685463)","(74659, 1096.2872016685033)","(74998, 2773.1364506403224)",
"(24934, 1801.1912073009128)","(24935, 1783.1202129737617)","(25273, 2521.877952478242)","(25274, 2507.8122887178592)"
"(76689, 2813.884959195921)","(76690, 626.5180559821638)","(77029, 2436.3557470191686)",
"(25274, 2120.619737103285)","(25612, 2750.0383357540036)","(25613, 1000.7953035060555)",
"(154304, 2576.0093431226355)","(154305, 2559.4394130593087)","(154643, 1755.8444117420113)","(154644, 1731.294180051931)"
"(76356, 2448.9713919845035)","(76694, 2619.755643555337)","(76695, 746.7304797109576)",
"(69239, 2536.872918388022)","(69240, 1165.7662596200882)","(69579, 2139.3724894042457)",
"(71603, 2351.59740936362)","(71941, 2370.358230317919)","(71942, 1086.8346719346632)",
"(70589, 2517.898217520656)","(70590, 607.38944940057)","(70929, 2717.07552678137)",
"(76348, 2938.1253153032703)","(76349, 1664.2240307827296)","(76687, 2855.221155499426)","(76688, 1514.5735474851406)"
"(82439, 1721.1692658214731)","(82440, 2396.165687404777)","(82778, 1932.8479698844799)","(82779, 2551.1250094789602)"
"(12435, 2363.3524134261447)","(12774, 743.2984099018363)","(12775, 2734.80663151839)",
"(29030, 1197.8687838876024)","(29369, 1816.4685330537902)",,
"(93674, 1601.52893673161)","(93675, 1462.396595969009)",,
"(64828, 2502.260982667399)","(65167, 974.9667182720751)","(65168, 2329.4312578694953)",
"(81153, 2174.0372250396413)","(81492, 1248.9633348858326)","(81493, 2428.9077572966894)",
"(77372, 664.6976919438046)","(77373, 2343.612156056801)",,
"(78370, 2405.4547368788717)","(78371, 2880.6563395368125)","(78709, 1379.0456611863758)","(78710, 2100.291567452438)"
"(78034, 1254.3525531256714)","(78373, 1764.0585626821342)",,
"(99415, 2312.0164659153374)","(99416, 1854.4182320841253)","(99754, 2405.0871600908267)","(99755, 1968.4302572529207)"
"(65167, 2117.6982350933686)","(65506, 879.9006956381819)",,
"(75326, 2362.451739719851)","(75327, 1217.6432924994817)","(75666, 2252.488629982773)",
"(74986, 2908.7878244251197)","(74987, 2783.1374157473156)","(75325, 1724.7891232982886)","(75326, 1503.6750458758581)"
"(70923, 2018.505767698832)","(70924, 2080.467059484607)","(71262, 2171.571421232813)","(71263, 2227.261709914911)"
"(84838, 2269.571532968077)","(84839, 1078.1898330561298)","(85178, 2471.041532853889)",
"(71602, 2829.0747575971973)","(71940, 2774.6586398991385)","(71941, 298.13996571052246)",
"(86899, 793.905252133105)","(86900, 2298.948697625265)","(87238, 2787.619781005716)",
"(75670, 2558.8297759529587)","(75671, 2817.46046327466)","(76009, 1490.9908123773273)","(76010, 1900.9843336433612)"
"(75327, 2174.6753228602192)","(75666, 980.9151043156767)","(75667, 2697.1667224384146)",
"(71940, 1958.873534372288)","(71941, 1226.9139602899177)","(72280, 2727.559337031472)",
"(86900, 842.4221829730056)","(86901, 2555.2812683929437)","(87239, 2410.400182038691)",
"(75324, 2937.3115359423346)","(75325, 1777.598634995449)","(75663, 2749.9606950113043)","(75664, 1447.842579349148)"
"(76688, 1514.3551545640175)","(77027, 1486.9951686879153)",,
"(70589, 2176.7665215579354)","(70590, 2616.8483996864384)","(70928, 1628.3854095794652)","(70929, 2182.2836875566204)"
"(75324, 2586.6399238918575)","(75325, 1692.7652736292764)","(75663, 2637.0928999541175)","(75664, 1769.3615743992166)"
"(76010, 2629.7238422209607)","(76348, 2717.794648548762)","(76349, 499.3351569021669)",
"(77363, 2914.5038123225486)","(77364, 1953.7705349708906)","(77702, 2571.1048951235343)","(77703, 1386.6159699470406)"
"(80078, 2941.573763637522)","(80417, 55.14135285094416)","(80418, 2996.058631634555)",
"(75671, 2918.5827529979424)","(75672, 2678.9296047864136)","(76010, 1843.6517554592945)","(76011, 1433.4868980071678)"
"(73708, 2984.003254647843)","(73709, 123.86820231691024)","(74048, 2879.1164778053057)",
"(76687, 2030.2918271316473)","(76688, 2405.9116885193685)","(77026, 1846.7915062618017)","(77027, 2252.3507863244454)"
"(74988, 2864.3301059747077)","(75327, 798.0328105468278)","(75328, 2258.131731479647)",
"(75325, 970.4314545470356)","(75326, 2095.5719771492595)","(75664, 2879.6105195340583)",
"(71940, 2149.596158570551)","(71941, 2788.9660815833286)","(72279, 1460.1454520786206)","(72280, 2297.6030254604175)"
"(78375, 1515.629015516374)","(78376, 2453.9938481752843)","(78714, 1974.7385342714704)","(78715, 2760.761498977245)"
"(70251, 1879.4189557371847)","(70590, 1275.7267454071064)","(70591, 2785.6282845676747)",
"(81084, 1133.2153432693628)","(81085, 1897.8378893684837)",,
"(70591, 1399.7239554265361)","(70930, 1609.2990325817116)",,
"(71604, 2748.394868925569)","(71605, 468.0852652407327)","(71944, 2639.7044109334392)",
"(76011, 2521.5854585950415)","(76012, 2219.777422965931)","(76350, 2100.9317485379493)","(76351, 1725.1581864379057)"
"(77019, 1314.2524830857506)","(77020, 1698.5543786381747)",,
"(70925, 2823.3419424546214)","(71263, 2795.536862943745)","(71264, 283.1595034191644)",
"(70592, 994.1940983444705)","(70593, 2086.037802562936)","(70931, 2849.1839033479705)",
"(75326, 2827.4504263574586)","(75327, 1665.337600732569)","(75665, 2785.0379989426683)","(75666, 1588.5468089891544)"
"(94376, 2656.7990531743035)","(94715, 749.0857396022687)","(94716, 2421.671538790896)",
"(93364, 2616.781436995296)","(93365, 421.92869593067405)","(93704, 2883.8238176445766)",
"(70248, 2543.2829117491856)","(70249, 553.319257468089)","(70588, 2759.1483460013615)",
"(76009, 2290.6284314503814)","(76347, 2609.1250839436584)","(76348, 920.5113157958486)",
"(76348, 2435.5593802013236)","(76349, 1427.6842785135332)","(76687, 2839.6840229437285)","(76688, 2043.3191914831875)"
"(74987, 2589.9583650301406)","(74988, 2419.3022490211165)","(75326, 1923.772673166716)","(75327, 1686.9575084337673)"
"(76349, 2700.5317243438008)","(76350, 1663.4689726663569)","(76688, 2717.4810166101647)","(76689, 1689.199755376408)"
"(69577, 2467.6930029006276)","(69578, 769.625394340248)","(69917, 2570.489715256997)",
"(74987, 2123.0282377532512)","(74988, 2885.8352174307947)","(75326, 1369.2709942658078)","(75327, 2386.182570750238)"
"(76011, 2736.9946078281055)","(76349, 2185.551561079774)","(76350, 947.5386693093039)",
"(72616, 1151.675188196754)","(72955, 1849.2378699901587)",,
"(95405, 2281.476210415038)","(95406, 1588.2996913289983)","(95744, 2665.288052731359)","(95745, 2101.7442143692856)"
"(60424, 2987.1692051013442)","(60763, 357.9939978323525)","(60764, 2651.1668107146147)",
"(67214, 716.6471671751772)","(67553, 2278.275407445434)",,
"(70248, 2912.360247332936)","(70586, 2473.0710788569627)","(70587, 555.5558821989371)",
"(92301, 2940.2452648864946)","(92302, 1424.0899007941741)","(92641, 1681.4257714110186)",
"(75665, 1356.8288589090882)","(75666, 2286.897957222131)","(76004, 2227.409549708158)","(76005, 2889.3059933005225)"
"(76348, 636.4819856328202)","(76349, 2572.7154709036913)","(76687, 2611.153333841545)",
"(72617, 2977.020393957907)","(72618, 2211.750397361225)","(72956, 2365.5045427566733)","(72957, 1271.2658435498697)"
"(26968, 2934.501341857038)","(27306, 1797.9475852160394)","(27307, 1283.0547755189962)",
"(154644, 559.5929382769576)","(154645, 2876.131475792313)","(154983, 2453.3097037339617)",
"(61172, 2877.1182529098696)","(61511, 1012.3055352244104)","(61512, 2060.5193619587553)",
"(75327, 549.7915362653496)","(75328, 2568.050723973699)","(75666, 2730.7232242976224)",
"(84134, 1729.456517257774)","(84135, 2200.38719298981)","(84473, 2117.7120666667997)","(84474, 2515.787426259445)"
"(76692, 1688.6880711386457)","(77031, 1337.937249867318)",,
"(75326, 1788.0473130583982)","(75327, 1413.2227541027332)","(75665, 2986.391648992338)","(75666, 2776.1523981542523)"
"(75665, 928.7253865454375)","(75666, 2525.1256302278816)","(76004, 2351.70150311766)",
"(102152, 2547.8914912529967)","(102491, 491.3207616900266)","(102492, 2861.772858430459)",
"(74986, 2224.357666446512)","(74987, 1466.5238749181253)","(75325, 2779.896868686905)","(75326, 2219.74494072709)"
"(75326, 2725.5806668545783)","(75664, 2886.851940897605)","(75665, 304.89735621328816)",
"(69236, 1553.638615728996)","(69237, 1775.4255235364333)","(69575, 2670.1434706281134)","(69576, 2802.706250702555)"
"(71263, 2655.6712115095224)","(71264, 1324.6681802274304)","(71603, 1930.5985680807862)",
"(71940, 2231.7738465585344)","(72278, 2982.632563178065)","(72279, 776.6320021493483)",
"(75664, 2739.368213497745)","(75665, 426.9889116433278)","(76004, 2694.1363300178573)",
"(74987, 2865.3913801950575)","(75326, 1097.1540715110282)","(75327, 1987.7295872555437)",
"(154643, 1372.8950881714136)","(154644, 1702.2594726378582)","(154982, 2945.939436490919)",
"(71602, 2180.268146114947)","(71940, 2799.3577209927325)","(71941, 907.2470201658258)",
"(65168, 702.2430255381139)","(65169, 2650.136769868788)","(65507, 2466.785296777778)",
"(12428, 1230.407348661864)","(12429, 2692.7451146216276)","(12767, 1968.5862050086932)",
"(75689, 1570.8364372537808)","(76028, 1424.4590650466687)",,
"(69237, 988.5287737837834)","(69238, 2174.9717047246304)","(69576, 2694.4413031845843)",
"(71601, 2414.5622593161743)","(71602, 835.5184010923552)","(71941, 2555.4618967276156)",
"(68898, 1743.3001333022276)","(68899, 2628.7356052256464)","(69237, 1712.1552912424183)","(69238, 2607.0213901681705)"
"(69243, 2622.3455676861645)","(69244, 2480.923500835524)","(69582, 1875.0254805934674)","(69583, 1671.4192217337927)"
"(76687, 2042.56835917818)","(76688, 1795.7373698338752)","(77026, 2456.7653471190183)","(77027, 2254.3082132361205)"
"(84839, 2341.36098215026)","(84840, 2528.55140859479)","(85178, 1735.0108598880956)","(85179, 1978.6253438374326)"
"(77358, 1906.3949237901115)","(77359, 2866.9367337815615)","(77697, 1445.7229944564417)","(77698, 2580.265395146059)"
"(76352, 2763.1047331122077)","(76691, 1318.2769918216657)","(76692, 1867.6931974885704)",
"(76687, 1310.8496621952972)","(77026, 1698.558650410366)",,
"(78713, 976.3546860437492)","(78714, 2128.3096926710577)","(79052, 2794.4947837123527)",
"(74986, 823.9304958338848)","(74987, 2738.3656185286586)","(75325, 2291.0712978216616)",
"(27653, 2943.696329949822)","(27654, 1684.7491541202073)","(27992, 2839.1712532655984)","(27993, 1495.4369392119797)"
"(75327, 2052.6550484294257)","(75328, 2115.2409083364637)","(75666, 2132.514731649811)","(75667, 2192.8651898658313)"
"(66860, 1644.5594690875623)","(66861, 1389.608469632631)",,
"(94033, 2462.6695219205076)","(94034, 2257.3446566536595)","(94372, 2043.1869206767028)","(94373, 1791.519909907859)"
"(27989, 2951.004720788268)","(27990, 2647.4443065289397)","(28328, 1899.2350753689627)","(28329, 1381.579639354713)"
"(71951, 2402.42319113872)","(72289, 2464.49662334339)","(72290, 933.8348793729358)",
"(77033, 2349.469517447417)","(77034, 2048.02428730536)","(77372, 2221.3038674607837)","(77373, 1899.2086567219237)"
"(76688, 1504.5454814852142)","(77027, 1511.9150719833556)",,
"(72955, 2293.4525921659547)","(72956, 716.2294719159792)",,
"(71601, 2647.4000101790384)","(71602, 2159.3990199112422)","(71940, 2215.2314563691193)","(71941, 1597.8449787142702)"
"(154652, 2271.698412054041)","(154653, 2122.639300000632)","(154991, 2112.657952442125)","(154992, 1951.884736656998)"
"(72289, 525.8240568530292)","(72290, 2857.51952912521)","(72628, 2515.2719678314443)",
"(70249, 2003.0047446028996)","(70587, 2953.259239118931)","(70588, 1030.7564768856075)",
"(76686, 2665.7938826346567)","(76687, 1440.5298838502586)","(77025, 2905.6734050800524)","(77026, 1845.4986666005818)"
"(12766, 519.5567339879099)","(12767, 2599.4100440717584)","(13105, 2724.5483234076464)",
"(77026, 1750.806466242571)","(77027, 1301.9385885911108)",,
"(84840, 2172.1047836353846)","(85179, 824.4643436685569)",,
"(13444, 1914.2641584595788)","(13445, 1179.1917215203716)","(13784, 2867.9189921824354)",
"(81427, 1993.5518776756867)","(81428, 1216.6459700980458)","(81767, 2686.1431376571786)",
"(76693, 965.6538878586492)","(76694, 2239.0485172230924)","(77032, 2627.2185773646243)",
"(24259, 1957.8564201164693)","(24260, 1838.020583861095)","(24598, 2419.882437064941)","(24599, 2324.758074161517)"
"(85185, 2897.529554899087)","(85186, 1653.5928895073203)","(85524, 2838.6909195425924)","(85525, 1548.1424351099413)"
"(73642, 2656.9721263335036)","(73643, 2748.422432694718)","(73981, 1608.399328250358)","(73982, 1754.8701554464794)"
"(27643, 1682.3106069978248)","(27644, 1703.5882248136847)","(27982, 2670.116167283429)","(27983, 2683.8217101121922)"
"(70925, 2707.841042755269)","(70926, 784.8267034520319)","(71265, 2344.6792530937432)",
"(60085, 721.5940380673601)","(60086, 2284.2574932585517)",,
"(74322, 2851.874764062911)","(74660, 1830.099861216826)","(74661, 1297.574538696954)",
"(70927, 1023.729585506451)","(70928, 2051.631174116677)","(71266, 2866.0215103323053)",
"(70257, 576.4553763058018)","(70258, 2450.8499559446295)","(70596, 2916.0862321399854)",
"(27306, 2844.605287195543)","(27644, 2531.7102553404384)","(27645, 517.9676924442315)",
"(85185, 2423.0061611320775)","(85186, 592.4136693029308)","(85525, 2982.199797208472)",
"(65171, 1487.3592197792766)","(65172, 1582.2303014812146)",,
"(75665, 1782.97198979601)","(75666, 1656.8971179657333)","(76004, 2676.9650822503054)","(76005, 2594.274368090559)"
"(75665, 1188.3513276695483)","(75666, 2695.470592946514)","(76004, 2004.755542631044)",
"(73647, 2038.297048450309)","(73648, 1196.5370533467876)","(73987, 2643.0909467941615)",
"(68209, 2257.1316117947176)","(68210, 1361.1981631196304)","(68548, 2884.8240133178247)","(68549, 2252.5655004441255)"
"(39910, 1799.2934128433367)","(39911, 2120.034835215799)","(40249, 2187.0876618040475)","(40250, 2459.2661687662107)"
"(64161, 1867.8961843249751)","(64162, 2869.9657144730704)","(64500, 1457.9573600412373)","(64501, 2621.5793392446185)"
"(130583, 2952.555157599145)","(130921, 1940.0031954687022)","(130922, 1101.7530039952603)",
"(82100, 1650.9870969053875)","(82101, 1804.3753484365764)","(82439, 2571.4133854877623)","(82440, 2672.2622383365215)"
"(75671, 2703.8579470686755)","(75672, 1914.9562869668957)","(76010, 2481.5468356031365)","(76011, 1583.8576533082262)"
"(77032, 2957.779052391215)","(77033, 2950.4375942255137)","(77371, 1577.5601184598124)","(77372, 1564.6208372286692)"
"(75327, 2276.17671259268)","(75328, 1469.856532106524)","(75666, 2777.144783742608)","(75667, 2166.0835299743903)"
"(76009, 2872.435937764241)","(76010, 451.6975350689341)","(76349, 2579.9935692610284)",
"(74663, 1709.5898762688735)","(75002, 1331.9790704250975)",,
"(75327, 2569.4171520740115)","(75328, 1909.825110821283)","(75666, 2424.063217299391)","(75667, 1709.2520401009692)"
"(44235, 1915.7550019413832)","(44236, 2495.561654980763)","(44574, 1778.65983259554)","(44575, 2392.6601151429227)"
"(75326, 1425.0206893161892)","(75327, 1705.635329572875)","(75665, 2901.3062604234624)",
"(27645, 2541.4254395852076)","(27646, 1950.8328663322798)","(27984, 2370.6164917279557)","(27985, 1723.4361568393708)"
"(17510, 1646.820750160406)","(17511, 1654.797390424276)","(17849, 2755.6086061713318)","(17850, 2761.157316481768)"
"(86163, 2849.918028947598)","(86164, 164.02676149037745)","(86503, 2955.237117537646)",
"(77028, 2476.6688534618665)","(77029, 1599.5340674709628)","(77367, 2688.5919054775986)","(77368, 1910.4868328444124)"
"(68896, 1802.0353124704402)","(68897, 1370.4029477386234)","(69236, 2803.7406987205427)",
"(93700, 2651.28703994296)","(93701, 1792.4478557687194)","(94039, 2574.692980451143)","(94040, 1676.4780883888484)"
"(13445, 1440.0075811774293)","(13784, 1588.5638690471446)",,
"(85864, 716.32267823396)","(85865, 2396.4602326082413)","(86203, 2741.4351905889343)",
"(23936, 1143.7060821728714)","(23937, 1864.702967589889)",,
"(29682, 2465.97673892115)","(30021, 1000.4499097865641)","(30022, 2338.3146266888075)",
"(76009, 2237.329480427355)","(76348, 772.0507272802264)","(76349, 2984.0385405486854)",
"(79402, 1044.429869757904)","(79403, 1971.7179802798119)",,
"(26967, 2189.140585232691)","(26968, 1100.9983405382666)","(27307, 2538.9477422191217)",
"(13106, 2714.7999550564377)","(13445, 1002.3666649652861)","(13446, 2146.152216028001)",
"(75327, 1669.962610314671)","(75328, 1338.9661217579646)",,
